692.32,61
692.45,62
692.57,64
692.6,66
692.62,68
692.65,70
692.69,72
692.73,74
692.77,76
692.82,78
692.88,80
692.92,82
692.81,84
692.71,86
692.69,88
692.56,90
692.43,92
692.27,94
692.12,96
692.1,98
692.07,100
691.93,102
691.79,104
691.77,106
691.66,108
691.55,110
691.43,112
691.4,114
691.45,116
691.25,118
691.07,120
690.9,122
690.75,124
690.61,126
690.5,128
690.4,130
690.34,132
690.39,134
690.47,138
690.29,140
690.12,142
689.94,144
689.99,147
690.06,155
690.11,157
690.18,159
690.23,161
690.28,163
690.35,165
690.42,167
690.49,169
690.56,171
690.62,173
690.57,182
690.53,184
690.5,187
690.45,189
690.42,61
690.37,63
690.33,65
690.3,68
690.27,76
690.37,78
690.46,80
690.56,82
690.68,84
690.82,86
690.96,89
691.08,92
691.23,94
691.45,97
691.59,99
691.69,101
691.8,103
691.75,105
691.7,107
691.64,109
691.58,111
691.52,113
691.47,115
691.38,117
691.32,119
691.25,121
691.29,123
691.33,125
691.37,127
691.22,129
691.08,132
690.94,136
691.04,138
691.12,140
691.12,142
691.17,144
691.23,146
691.29,154
691.35,156
691.34,158
691.33,161
691.32,163
691.31,165
691.3,167
691.29,169
691.28,171
691.22,181
691.17,184
691.12,186
691.07,188
691.02,190
690.98,61
690.93,63
690.89,65
690.85,67
690.81,69
690.85,75
690.83,77
690.81,79
690.89,81
690.97,83
690.95,85
690.99,87
690.91,89
690.73,91
690.55,93
690.48,95
690.41,97
690.46,100
690.48,103
690.45,105
690.41,107
690.35,109
690.28,111
690.27,113
690.45,115
690.63,117
690.81,119
690.88,121
690.94,124
691.09,127
691.23,130
691.38,132
691.51,134
691.64,136
691.77,138
691.89,140
692.02,142
692.14,144
692.25,146
692.36,153
692.47,155
692.59,157
692.69,160
692.81,162
692.91,164
692.96,166
693.01,168
693.04,180
693.08,182
693.11,187
693.17,190
693.2,61
693.23,63
693.26,65
693.31,68
693.35,70
693.38,76
693.45,78
693.47,80
693.49,82
693.5,84
693.52,86
693.58,88
693.6,92
693.68,94
693.7,97
693.74,99
693.76,102
693.85,104
693.9,108
693.93,110
693.86,112
693.78,114
693.73,116
693.67,118
693.62,120
693.55,122
693.45,127
693.35,130
693.27,134
693.28,137
693.32,139
693.32,141
693.33,143
693.48,145
693.62,153
693.78,155
693.92,157
694.07,159
694.23,161
694.35,163
694.47,165
694.57,167
694.67,169
694.76,176
694.86,181
694.96,183
695.05,185
695.12,189
695.2,191
695.27,62
695.35,65
695.41,67
695.48,69
695.54,72
695.6,75
695.65,77
695.72,79
695.8,81
695.86,83
695.9,85
695.85,87
695.66,89
695.66,93
695.53,96
695.44,101
695.34,103
695.2,105
695.06,107
694.92,109
694.78,112
694.68,114
694.55,116
694.44,119
694.45,121
694.42,123
694.39,125
694.35,127
694.23,129
694.12,131
694.01,133
693.68,135
693.36,137
693.04,140
692.75,142
692.44,144
692.16,152
691.9,154
691.61,156
691.61,158
691.63,160
691.64,162
691.67,164
691.69,166
691.72,168
691.74,170
691.76,176
691.79,181
691.81,188
691.82,191
691.83,62
691.82,65
691.85,68
691.87,71
691.89,73
691.92,75
691.93,77
691.95,79
691.97,81
691.95,83
691.97,85
691.95,87
691.94,90
691.88,92
691.84,94
691.72,96
691.61,98
691.6,101
691.59,103
691.57,105
691.56,107
691.43,109
691.46,111
691.47,114
691.48,116
691.46,118
691.48,120
691.51,123
691.54,125
691.58,127
691.58,130
691.58,133
691.57,135
691.54,137
691.5,139
691.45,141
691.4,143
691.36,153
691.35,156
691.33,158
691.32,160
691.3,162
691.26,164
691.23,166
691.21,168
691.19,170
691.18,181
691.17,184
691.16,189
691.13,61
691.04,63
691.01,75
690.93,77
690.89,79
690.86,81
690.93,83
691.01,86
691.03,88
691.14,90
691.11,92
691.08,94
691.05,97
690.99,99
691.07,101
691.1,103
691.15,105
691.29,107
691.42,109
691.56,111
691.68,114
691.8,116
691.91,118
692.02,120
692.14,122
691.96,124
691.77,126
691.83,128
691.89,130
692.02,132
691.84,134
691.78,136
691.69,138
691.62,140
691.56,142
691.5,144
691.44,152
691.4,154
691.32,156
691.27,159
691.23,161
691.18,163
691.12,165
691.06,167
691.09,169
691.11,180
691.12,182
691.13,189
691.16,191
691.17,62
691.2,66
691.16,72
691.17,74
691.12,77
691.06,79
691.01,82
691,84
691.02,86
690.95,88
690.89,90
690.82,92
690.77,94
690.72,96
690.67,99
690.62,101
690.51,103
690.37,105
690.24,107
690.28,109
690.16,111
690.15,113
690.15,115
690.14,117
690.14,125
690.08,134
690,136
689.92,139
689.83,140
689.72,142
689.63,144
689.52,148
689.42,151
689.32,155
689.19,156
689.08,158
688.96,160
688.86,163
688.76,165
688.67,167
688.58,170
688.46,173
688.38,181
688.26,183
688.17,185
688.08,189
688.01,190
687.94,61
687.87,63
687.82,65
687.8,68
687.68,70
687.64,74
687.59,75
687.53,77
687.45,79
687.43,81
687.39,83
687.37,85
687.44,87
687.51,89
687.6,91
687.68,93
687.59,95
687.47,97
687.36,99
687.25,101
687.14,103
687.02,105
686.9,107
686.81,109
686.76,111
686.72,113
686.68,115
686.63,117
686.76,119
686.86,121
686.95,123
687.04,125
687.15,127
687.27,129
687.27,131
687.28,133
687.28,135
687.29,137
687.28,139
687.26,141
687.24,143
687.22,152
687.2,154
687.22,156
687.24,158
687.26,160
687.29,162
687.39,165
687.49,167
687.58,169
687.67,171
687.75,173
687.84,181
687.95,183
688.06,185
688.18,188
688.3,190
688.41,61
688.52,63
688.63,69
688.74,71
688.84,74
688.94,77
689.04,79
689.15,81
689.24,83
689.21,85
689.17,87
689.05,89
688.94,91
688.83,93
688.73,95
688.63,97
688.54,99
688.44,101
688.35,103
688.26,108
688.17,114
688.15,116
688.11,118
688.08,122
688.02,124
687.97,126
687.91,128
687.87,130
687.96,132
688.05,135
688.08,137
688.12,139
688.15,141
688.17,143
688.2,145
688.23,153
688.25,155
688.27,157
688.35,159
688.42,162
688.49,164
688.56,166
688.54,168
688.52,170
688.5,172
688.49,177
688.47,181
688.46,183
688.44,185
688.42,188
688.49,190
688.56,61
688.63,63
688.69,65
688.75,68
688.65,70
688.59,74
688.54,76
688.49,78
688.43,80
688.45,82
688.47,84
688.49,86
688.38,88
688.26,90
688.2,92
688.14,94
688.08,96
688.06,99
688,101
687.94,105
687.89,108
687.85,110
687.81,112
687.77,114
687.73,116
687.72,118
687.68,121
687.65,123
687.52,125
687.49,129
687.45,132
687.39,134
687.38,136
687.37,139
687.52,141
687.66,143
687.82,145
687.98,152
688.19,154
688.33,156
688.49,158
688.63,160
688.76,162
688.89,164
689.04,166
689.18,168
689.26,170
689.51,180
689.81,182
690.06,184
690.29,189
690.53,191
690.79,62
690.99,66
691.23,68
691.43,71
691.64,73
691.84,76
692.03,78
692.11,80
692.24,82
692.3,85
692.17,87
692.05,89
691.8,96
691.67,99
691.57,102
691.5,105
691.48,107
691.37,114
691.29,116
691.13,118
690.91,122
690.86,125
690.88,128
690.83,130
690.7,132
690.61,135
690.61,137
690.53,139
690.46,141
690.4,143
690.31,152
690.22,154
689.98,156
689.81,158
689.79,160
689.75,162
689.73,164
689.71,166
689.68,168
689.63,170
689.63,177
689.71,180
689.68,190
689.65,61
689.76,63
689.85,67
689.99,76
690.12,78
690.21,81
690.37,83
690.53,86
690.6,89
690.68,91
690.73,93
690.78,95
690.83,97
690.89,99
690.91,101
690.98,111
690.98,116
690.97,123
690.97,125
691.08,128
691.25,130
691.27,132
691.31,134
691.43,136
691.56,138
691.56,140
691.55,142
691.55,144
691.54,152
691.55,154
691.55,156
691.54,158
691.54,160
691.54,162
691.54,164
691.54,166
691.54,168
691.54,170
691.55,180
691.53,182
691.48,187
691.46,189
691.41,191
691.37,62
691.32,68
691.32,75
691.27,77
691.22,80
691.18,82
691.17,84
691.15,86
691.14,88
691.12,93
691.09,96
691.06,101
691.17,103
691.32,105
691.44,108
691.44,111
691.41,113
691.35,115
691.34,117
691.32,119
691.31,121
691.28,123
691.27,126
691.18,127
691.08,130
691.12,132
691.11,134
691.11,137
691.01,139
690.86,141
690.71,143
690.63,145
690.55,152
690.49,154
690.45,156
690.42,158
690.34,160
690.27,162
690.19,164
690.12,166
690.07,168
689.99,170
689.95,177
689.88,181
689.8,183
689.74,188
689.68,190
689.56,61
689.47,63
689.4,66
689.35,70
689.22,72
689.16,74
689.17,76
689.11,78
689.08,80
689.04,82
688.98,86
689.15,90
689.27,93
689.49,96
689.61,98
689.57,100
689.57,102
689.42,104
689.25,106
689.14,108
689.11,114
689.26,117
689.31,121
689.01,123
688.86,125
688.69,127
688.69,129
688.86,134
688.76,136
688.58,138
688.56,140
688.42,142
688.27,144
688.27,148
688.33,153
688.31,155
688.29,157
688.25,159
688.23,161
688.22,163
688.28,165
688.21,167
688.13,169
688.28,180
688.33,183
688.78,189
688.88,191
688.95,62
689.08,64
689.19,69
689.62,73
689.46,75
689.58,77
689.42,79
689.37,81
689.18,83
689.02,85
688.86,87
688.94,90
689.14,92
689.37,94
689.51,96
689.6,98
689.73,100
689.8,103
689.95,109
690.12,111
690.26,113
690.16,116
690.23,119
690.32,123
690.49,125
690.44,127
690.38,129
690.38,131
690.29,133
690.33,135
690.4,137
690.49,139
690.59,141
690.69,143
690.79,145
690.89,152
690.94,154
691,156
691.09,158
691.13,160
691.24,162
691.34,164
691.44,166
691.54,168
691.61,170
691.7,179
691.79,181
691.9,189
691.99,191
692.05,62
692.14,64
692.2,67
692.25,69
692.31,71
692.39,75
692.45,77
692.54,79
692.64,81
692.74,83
692.8,85
692.84,87
692.88,89
692.92,91
692.94,93
692.99,95
692.97,98
692.96,100
692.94,102
692.84,104
692.74,106
692.65,108
692.62,110
692.71,112
692.74,115
692.76,117
692.74,120
692.71,122
692.66,125
692.62,127
692.72,129
692.72,131
692.69,133
692.64,135
692.72,137
692.79,140
692.87,142
692.89,144
692.93,150
692.93,153
692.95,155
692.92,157
692.91,159
692.9,161
692.9,163
692.89,165
692.91,167
692.9,169
692.88,171
692.82,180
692.8,183
